,accession,time,primarydoc,form,url
155,0000320193-23-000017,2023-02-03,xslF345X03/wf-form4_167546717269434.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000017/xslF345X03/wf-form4_167546717269434.xml
156,0000320193-23-000016,2023-02-03,xslF345X03/wf-form4_167546711444862.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000016/xslF345X03/wf-form4_167546711444862.xml
157,0000320193-23-000015,2023-02-03,xslF345X03/wf-form4_167546705890329.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000015/xslF345X03/wf-form4_167546705890329.xml
158,0001140361-23-004439,2023-02-03,brhc10047294_defa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/0000320193/000114036123004439/brhc10047294_defa14a.htm
159,0000320193-23-000006,2023-02-03,aapl-20221231.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000006/aapl-20221231.htm
160,0000320193-23-000005,2023-02-02,aapl-20230202.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000005/aapl-20230202.htm
161,0001214659-23-001246,2023-01-30,d126231px14a6g.htm,PX14A6G,https://www.sec.gov/Archives/edgar/data/0000320193/000121465923001246/d126231px14a6g.htm
162,0001214659-23-000970,2023-01-23,f120232px14a6g.htm,PX14A6G,https://www.sec.gov/Archives/edgar/data/0000320193/000121465923000970/f120232px14a6g.htm
163,0001308179-23-000020,2023-01-12,laap2023_def14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/0000320193/000130817923000020/laap2023_def14a.htm
164,0001308179-23-000019,2023-01-12,laap2023_def14a.htm,DEF 14A,https://www.sec.gov/Archives/edgar/data/0000320193/000130817923000019/laap2023_def14a.htm
165,0000320193-22-000113,2022-11-23,xslF345X03/wf-form4_166924620985339.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000113/xslF345X03/wf-form4_166924620985339.xml
166,0001354457-22-000638,2022-11-09,xslF25X02/primary_doc.xml,25-NSE,https://www.sec.gov/Archives/edgar/data/0000320193/000135445722000638/xslF25X02/primary_doc.xml
167,0001193125-22-278435,2022-11-07,d400465d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000119312522278435/d400465d8k.htm
168,0000320193-22-000111,2022-11-01,xslF345X03/wf-form4_166734181374173.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000111/xslF345X03/wf-form4_166734181374173.xml
169,0000320193-22-000108,2022-10-28,aapl-20220924.htm,10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000108/aapl-20220924.htm
170,0000320193-22-000107,2022-10-27,aapl-20221027.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000107/aapl-20221027.htm
171,0000320193-22-000102,2022-10-18,xslF345X03/wf-form4_166613234346671.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000102/xslF345X03/wf-form4_166613234346671.xml
172,0000320193-22-000101,2022-10-18,xslF345X03/wf-form4_166613226881196.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000101/xslF345X03/wf-form4_166613226881196.xml
173,0000320193-22-000097,2022-10-04,xslF345X03/wf-form4_166493494107053.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000097/xslF345X03/wf-form4_166493494107053.xml
174,0000320193-22-000095,2022-10-04,xslF345X03/wf-form4_166493432440801.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000095/xslF345X03/wf-form4_166493432440801.xml
175,0000320193-22-000096,2022-10-04,xslF345X03/wf-form4_166493485929155.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000096/xslF345X03/wf-form4_166493485929155.xml
176,0000320193-22-000098,2022-10-04,xslF345X03/wf-form4_166493500034922.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000098/xslF345X03/wf-form4_166493500034922.xml
177,0000320193-22-000090,2022-09-27,xslF345X03/wf-form4_166432987613616.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000090/xslF345X03/wf-form4_166432987613616.xml
178,0000320193-22-000089,2022-09-27,xslF345X03/wf-form4_166432981128707.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000089/xslF345X03/wf-form4_166432981128707.xml
179,0000320193-22-000088,2022-09-27,xslF345X03/wf-form4_166432973592639.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000088/xslF345X03/wf-form4_166432973592639.xml
180,0000320193-22-000087,2022-09-27,xslF345X03/wf-form4_166432966938808.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000087/xslF345X03/wf-form4_166432966938808.xml
181,0000320193-22-000086,2022-09-27,xslF345X03/wf-form4_166432958917508.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000086/xslF345X03/wf-form4_166432958917508.xml
182,0000320193-22-000085,2022-09-27,xslF345X03/wf-form4_166432952647630.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000085/xslF345X03/wf-form4_166432952647630.xml
183,0000320193-22-000078,2022-08-22,xslF345X03/wf-form4a_166120817922787.xml,4/A,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000078/xslF345X03/wf-form4a_166120817922787.xml
184,0000320193-22-000076,2022-08-19,xslF345X03/wf-form4_166094821148314.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000076/xslF345X03/wf-form4_166094821148314.xml
185,0001193125-22-225365,2022-08-19,d366128d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000119312522225365/d366128d8k.htm
186,0000320193-22-000074,2022-08-09,xslF345X03/wf-form4_166008422355199.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000074/xslF345X03/wf-form4_166008422355199.xml
187,0001193125-22-214914,2022-08-08,d297151d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000119312522214914/d297151d8k.htm
188,0000320193-22-000072,2022-08-05,xslF345X03/wf-form4_165973862846098.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000072/xslF345X03/wf-form4_165973862846098.xml
189,0001193125-22-210056,2022-08-02,d358144d424b2.htm,424B2,https://www.sec.gov/Archives/edgar/data/0000320193/000119312522210056/d358144d424b2.htm
190,0001193125-22-209084,2022-08-02,d297161dfwp.htm,FWP,https://www.sec.gov/Archives/edgar/data/0000320193/000119312522209084/d297161dfwp.htm
191,0001193125-22-207773,2022-08-01,d358144d424b2.htm,424B2,https://www.sec.gov/Archives/edgar/data/0000320193/000119312522207773/d358144d424b2.htm
192,0000320193-22-000070,2022-07-29,aapl-20220625.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000070/aapl-20220625.htm
193,0000320193-22-000069,2022-07-28,aapl-20220728.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000069/aapl-20220728.htm
194,0000320193-22-000063,2022-05-13,xslF345X03/wf-form4_165248105838188.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000063/xslF345X03/wf-form4_165248105838188.xml
195,0000320193-22-000061,2022-05-06,xslF345X03/wf-form4_165187623819106.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000061/xslF345X03/wf-form4_165187623819106.xml
196,0001193125-22-128368,2022-04-29,d332661ds8.htm,S-8,https://www.sec.gov/Archives/edgar/data/0000320193/000119312522128368/d332661ds8.htm
197,0001193125-22-128361,2022-04-29,d279200ds8pos.htm,S-8 POS,https://www.sec.gov/Archives/edgar/data/0000320193/000119312522128361/d279200ds8pos.htm
198,0001193125-22-128354,2022-04-29,d279200ds8pos.htm,S-8 POS,https://www.sec.gov/Archives/edgar/data/0000320193/000119312522128354/d279200ds8pos.htm
199,0000320193-22-000059,2022-04-29,aapl-20220326.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000059/aapl-20220326.htm
200,0000320193-22-000058,2022-04-28,aapl-20220428.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000058/aapl-20220428.htm
201,0000320193-22-000053,2022-04-19,xslF345X03/wf-form4_165040749395911.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000053/xslF345X03/wf-form4_165040749395911.xml
202,0000320193-22-000052,2022-04-19,xslF345X03/wf-form4_165040742689204.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000052/xslF345X03/wf-form4_165040742689204.xml
203,0000320193-22-000049,2022-04-05,xslF345X03/wf-form4_164919799612317.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000049/xslF345X03/wf-form4_164919799612317.xml
204,0000320193-22-000048,2022-04-05,xslF345X03/wf-form4_164919793500496.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000048/xslF345X03/wf-form4_164919793500496.xml
205,0000320193-22-000047,2022-04-05,xslF345X03/wf-form4_164919788707106.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000047/xslF345X03/wf-form4_164919788707106.xml
206,0000320193-22-000046,2022-04-05,xslF345X03/wf-form4_164919783103450.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000046/xslF345X03/wf-form4_164919783103450.xml
207,0000320193-22-000041,2022-03-08,xslF345X03/wf-form4_164678264350913.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000041/xslF345X03/wf-form4_164678264350913.xml
208,0000320193-22-000040,2022-03-08,xslF345X03/wf-form4_164678259356672.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000040/xslF345X03/wf-form4_164678259356672.xml
209,0000320193-22-000039,2022-03-08,xslF345X03/wf-form4_164678253465583.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000039/xslF345X03/wf-form4_164678253465583.xml
210,0000320193-22-000038,2022-03-08,xslF345X03/wf-form4_164678248157775.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000038/xslF345X03/wf-form4_164678248157775.xml
211,0000320193-22-000037,2022-03-08,xslF345X03/wf-form4_164678242279764.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000037/xslF345X03/wf-form4_164678242279764.xml
212,0000320193-22-000036,2022-03-08,xslF345X03/wf-form4_164678236531567.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000036/xslF345X03/wf-form4_164678236531567.xml
213,0000320193-22-000035,2022-03-08,xslF345X03/wf-form4_164678229722183.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000035/xslF345X03/wf-form4_164678229722183.xml
214,0000320193-22-000034,2022-03-08,xslF345X03/wf-form4_164678223741209.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000034/xslF345X03/wf-form4_164678223741209.xml
215,0001193125-22-066169,2022-03-04,d294699d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000119312522066169/d294699d8k.htm
216,0001193125-22-032738,2022-02-09,d288870dsd.htm,SD,https://www.sec.gov/Archives/edgar/data/0000320193/000119312522032738/d288870dsd.htm
217,0001104659-22-016224,2022-02-09,tv0011-appleinc.htm,SC 13G/A,https://www.sec.gov/Archives/edgar/data/0000320193/000110465922016224/tv0011-appleinc.htm
218,0001214659-22-002092,2022-02-09,f28220px14a6g.htm,PX14A6G,https://www.sec.gov/Archives/edgar/data/0000320193/000121465922002092/f28220px14a6g.htm
219,0000320193-22-000025,2022-02-07,xslF345X03/wf-form4_164427662367600.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000025/xslF345X03/wf-form4_164427662367600.xml
220,0000320193-22-000023,2022-02-03,xslF345X03/wf-form4_164393152667942.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000023/xslF345X03/wf-form4_164393152667942.xml
221,0000320193-22-000022,2022-02-03,xslF345X03/wf-form4_164393146754706.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000022/xslF345X03/wf-form4_164393146754706.xml
222,0000320193-22-000021,2022-02-03,xslF345X03/wf-form4_164393139518938.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000021/xslF345X03/wf-form4_164393139518938.xml
223,0000320193-22-000020,2022-02-03,xslF345X03/wf-form4_164393133439643.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000020/xslF345X03/wf-form4_164393133439643.xml
224,0000320193-22-000019,2022-02-03,xslF345X03/wf-form4_164393124898522.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000019/xslF345X03/wf-form4_164393124898522.xml
225,0000320193-22-000018,2022-02-03,xslF345X03/wf-form4_164393117233036.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000018/xslF345X03/wf-form4_164393117233036.xml
226,0000320193-22-000017,2022-02-03,xslF345X03/wf-form4_164393109986560.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000017/xslF345X03/wf-form4_164393109986560.xml
227,0000320193-22-000016,2022-02-03,xslF345X03/wf-form4_164393104282208.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000016/xslF345X03/wf-form4_164393104282208.xml
228,0001214659-22-001589,2022-02-01,g131227px14a6g.htm,PX14A6G,https://www.sec.gov/Archives/edgar/data/0000320193/000121465922001589/g131227px14a6g.htm
229,0001214659-22-001473,2022-02-01,g131228px14a6g.htm,PX14A6G,https://www.sec.gov/Archives/edgar/data/0000320193/000121465922001473/g131228px14a6g.htm
230,0000834237-22-004076,2022-02-01,us0378331005_012822.txt,SC 13G/A,https://www.sec.gov/Archives/edgar/data/0000320193/000083423722004076/us0378331005_012822.txt
231,0001214659-22-001295,2022-01-28,e126223px14a6g.htm,PX14A6G,https://www.sec.gov/Archives/edgar/data/0000320193/000121465922001295/e126223px14a6g.htm
232,0000320193-22-000007,2022-01-28,aapl-20211225.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000007/aapl-20211225.htm
233,0000320193-22-000006,2022-01-27,aapl-20220127.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000006/aapl-20220127.htm
234,0001377739-22-000005,2022-01-27,aapldearshareholder.htm,PX14A6N,https://www.sec.gov/Archives/edgar/data/0000320193/000137773922000005/aapldearshareholder.htm
235,0001193125-22-003593,2022-01-06,d399129ddefa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/0000320193/000119312522003593/d399129ddefa14a.htm
236,0001193125-22-003583,2022-01-06,d222670ddef14a.htm,DEF 14A,https://www.sec.gov/Archives/edgar/data/0000320193/000119312522003583/d222670ddef14a.htm
237,0000320193-21-000114,2021-11-16,xslF345X03/wf-form4_163710541081314.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000114/xslF345X03/wf-form4_163710541081314.xml
238,0000320193-21-000112,2021-11-12,xslF345X03/wf-form4_163675992058856.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000112/xslF345X03/wf-form4_163675992058856.xml
239,0000320193-21-000111,2021-11-12,xslF345X02/wf-form3_163675983081322.xml,3,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000111/xslF345X02/wf-form3_163675983081322.xml
240,0001193125-21-328151,2021-11-12,d259993d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521328151/d259993d8k.htm
241,0000320193-21-000108,2021-11-03,xslF345X03/wf-form4_163597867263388.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000108/xslF345X03/wf-form4_163597867263388.xml
242,0001193125-21-312274,2021-10-29,d192862ds3asr.htm,S-3ASR,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521312274/d192862ds3asr.htm
243,0001193125-21-311635,2021-10-29,d246143dirannotice.htm,IRANNOTICE,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521311635/d246143dirannotice.htm
244,0000320193-21-000105,2021-10-29,aapl-20210925.htm,10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000105/aapl-20210925.htm
245,0000320193-21-000104,2021-10-28,aapl-20211028.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000104/aapl-20211028.htm
246,0000320193-21-000099,2021-10-21,xslF345X03/wf-form4_163485542776887.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000099/xslF345X03/wf-form4_163485542776887.xml
247,0000320193-21-000097,2021-10-19,xslF345X03/wf-form4_163468269006289.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000097/xslF345X03/wf-form4_163468269006289.xml
248,0000320193-21-000096,2021-10-19,xslF345X03/wf-form4_163468261390808.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000096/xslF345X03/wf-form4_163468261390808.xml
249,0000320193-21-000093,2021-10-05,xslF345X03/wf-form4_163347386959085.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000093/xslF345X03/wf-form4_163347386959085.xml
250,0000320193-21-000092,2021-10-05,xslF345X03/wf-form4_163347379860494.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000092/xslF345X03/wf-form4_163347379860494.xml
251,0000320193-21-000091,2021-10-05,xslF345X03/wf-form4_163347373433784.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000091/xslF345X03/wf-form4_163347373433784.xml
252,0000320193-21-000090,2021-10-05,xslF345X03/wf-form4_163347311336788.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000090/xslF345X03/wf-form4_163347311336788.xml
253,0000320193-21-000085,2021-09-28,xslF345X03/wf-form4_163286851816033.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000085/xslF345X03/wf-form4_163286851816033.xml
254,0000320193-21-000084,2021-09-28,xslF345X03/wf-form4_163286847648313.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000084/xslF345X03/wf-form4_163286847648313.xml
255,0000320193-21-000083,2021-09-28,xslF345X03/wf-form4_163286842980488.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000083/xslF345X03/wf-form4_163286842980488.xml
256,0000320193-21-000082,2021-09-28,xslF345X03/wf-form4_163286838690995.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000082/xslF345X03/wf-form4_163286838690995.xml
257,0000320193-21-000081,2021-09-28,xslF345X03/wf-form4_163286834378268.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000081/xslF345X03/wf-form4_163286834378268.xml
258,0000320193-21-000080,2021-09-28,xslF345X03/wf-form4_163286823606839.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000080/xslF345X03/wf-form4_163286823606839.xml
259,0000320193-21-000073,2021-08-26,xslF345X03/wf-form4_163001701613155.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000073/xslF345X03/wf-form4_163001701613155.xml
260,0000320193-21-000071,2021-08-24,xslF345X03/wf-form4_162984422696515.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000071/xslF345X03/wf-form4_162984422696515.xml
261,0000320193-21-000069,2021-08-09,xslF345X03/wf-form4_162854822510730.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000069/xslF345X03/wf-form4_162854822510730.xml
262,0001193125-21-237787,2021-08-05,d199884d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521237787/d199884d8k.htm
263,0000320193-21-000067,2021-08-04,xslF345X03/wf-form4_162811622543495.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000067/xslF345X03/wf-form4_162811622543495.xml
264,0001193125-21-231584,2021-07-30,d175814d424b2.htm,424B2,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521231584/d175814d424b2.htm
265,0001193125-21-229470,2021-07-30,d202672dfwp.htm,FWP,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521229470/d202672dfwp.htm
266,0001193125-21-228285,2021-07-29,d175814d424b2.htm,424B2,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521228285/d175814d424b2.htm
267,0001193125-21-225983,2021-07-28,d198818dirannotice.htm,IRANNOTICE,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521225983/d198818dirannotice.htm
268,0000320193-21-000065,2021-07-28,aapl-20210626.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000065/aapl-20210626.htm
269,0000320193-21-000063,2021-07-27,aapl-20210727.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000063/aapl-20210727.htm
270,0000320193-21-000060,2021-05-05,xslF345X03/wf-form4_162025388592461.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000060/xslF345X03/wf-form4_162025388592461.xml
271,0000320193-21-000059,2021-05-05,xslF345X03/wf-form4_162025381465785.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000059/xslF345X03/wf-form4_162025381465785.xml
272,0000320193-21-000056,2021-04-29,aapl-20210327.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000056/aapl-20210327.htm
273,0000320193-21-000055,2021-04-28,aapl-20210428.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000055/aapl-20210428.htm
274,0000320193-21-000050,2021-04-19,xslF345X03/wf-form4_161887148361718.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000050/xslF345X03/wf-form4_161887148361718.xml
275,0000320193-21-000049,2021-04-19,xslF345X03/wf-form4_161887141797206.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000049/xslF345X03/wf-form4_161887141797206.xml
276,0000320193-21-000046,2021-04-05,xslF345X03/wf-form4_161766207883637.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000046/xslF345X03/wf-form4_161766207883637.xml
277,0000320193-21-000045,2021-04-05,xslF345X03/wf-form4_161766194119040.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000045/xslF345X03/wf-form4_161766194119040.xml
278,0000320193-21-000044,2021-04-05,xslF345X03/wf-form4_161766181877540.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000044/xslF345X03/wf-form4_161766181877540.xml
279,0000320193-21-000040,2021-02-25,xslF345X03/wf-form4_161429622893015.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000040/xslF345X03/wf-form4_161429622893015.xml
280,0000320193-21-000039,2021-02-25,xslF345X03/wf-form4_161429614827041.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000039/xslF345X03/wf-form4_161429614827041.xml
281,0000320193-21-000038,2021-02-25,xslF345X03/wf-form4_161429609463628.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000038/xslF345X03/wf-form4_161429609463628.xml
282,0000320193-21-000037,2021-02-25,xslF345X03/wf-form4_161429604194177.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000037/xslF345X03/wf-form4_161429604194177.xml
283,0000320193-21-000036,2021-02-25,xslF345X03/wf-form4_161429598243346.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000036/xslF345X03/wf-form4_161429598243346.xml
284,0000320193-21-000035,2021-02-25,xslF345X03/wf-form4_161429591861303.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000035/xslF345X03/wf-form4_161429591861303.xml
285,0000320193-21-000034,2021-02-25,xslF345X03/wf-form4_161429585074371.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000034/xslF345X03/wf-form4_161429585074371.xml
286,0001193125-21-054710,2021-02-24,d101693d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521054710/d101693d8k.htm
287,0001214659-21-002046,2021-02-18,r217211px14a6g.htm,PX14A6G,https://www.sec.gov/Archives/edgar/data/0000320193/000121465921002046/r217211px14a6g.htm
288,0001193125-21-044816,2021-02-16,d107461dsc13ga.htm,SC 13G/A,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521044816/d107461dsc13ga.htm
289,0001193125-21-036337,2021-02-10,d119389dsd.htm,SD,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521036337/d119389dsd.htm
290,0001104659-21-017199,2021-02-10,tv0010-appleinc.htm,SC 13G/A,https://www.sec.gov/Archives/edgar/data/0000320193/000110465921017199/tv0010-appleinc.htm
291,0001193125-21-032394,2021-02-08,d70217d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521032394/d70217d8k.htm
292,0000834237-21-007542,2021-02-05,us0378331005_020421.txt,SC 13G/A,https://www.sec.gov/Archives/edgar/data/0000320193/000083423721007542/us0378331005_020421.txt
293,0000320193-21-000026,2021-02-03,xslF345X03/wf-form4_161239555356050.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000026/xslF345X03/wf-form4_161239555356050.xml
294,0000320193-21-000025,2021-02-03,xslF345X03/wf-form4_161239548384646.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000025/xslF345X03/wf-form4_161239548384646.xml
295,0000320193-21-000024,2021-02-03,xslF345X03/wf-form4_161239542324805.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000024/xslF345X03/wf-form4_161239542324805.xml
296,0000320193-21-000023,2021-02-03,xslF345X03/wf-form4_161239535474705.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000023/xslF345X03/wf-form4_161239535474705.xml
297,0000320193-21-000022,2021-02-03,xslF345X03/wf-form4_161239528138893.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000022/xslF345X03/wf-form4_161239528138893.xml
298,0000320193-21-000021,2021-02-03,xslF345X03/wf-form4_161239515778792.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000021/xslF345X03/wf-form4_161239515778792.xml
299,0000320193-21-000020,2021-02-03,xslF345X03/wf-form4_161239509434831.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000020/xslF345X03/wf-form4_161239509434831.xml
300,0000320193-21-000019,2021-02-03,xslF345X03/wf-form4_161239502964926.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000019/xslF345X03/wf-form4_161239502964926.xml
301,0001193125-21-025910,2021-02-02,d66851d424b2.htm,424B2,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521025910/d66851d424b2.htm
302,0001193125-21-024892,2021-02-02,d70069dfwp.htm,FWP,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521024892/d70069dfwp.htm
303,0001193125-21-023836,2021-02-01,d66851d424b2.htm,424B2,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521023836/d66851d424b2.htm
304,0000320193-21-000010,2021-01-28,aapl-20201226.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000010/aapl-20201226.htm
305,0000320193-21-000009,2021-01-27,aapl-20210127.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000009/aapl-20210127.htm
306,0000320193-21-000004,2021-01-05,xslF345X03/wf-form4_160988957683472.xml,4,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000004/xslF345X03/wf-form4_160988957683472.xml
307,0000320193-21-000003,2021-01-05,xslF345X02/wf-form3_160988944878908.xml,3,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000003/xslF345X02/wf-form3_160988944878908.xml
308,0001193125-21-001989,2021-01-05,d767776ddefa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521001989/d767776ddefa14a.htm
309,0001193125-21-001987,2021-01-05,d767770ddef14a.htm,DEF 14A,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521001987/d767770ddef14a.htm
310,0001193125-21-001982,2021-01-05,d29637d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000119312521001982/d29637d8k.htm
