,accession,time,primarydoc,form,url
73,0001225208-24-002530,2024-02-20,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002530/xslF345X05/doc4.xml
74,0001225208-24-002527,2024-02-20,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002527/xslF345X05/doc4.xml
75,0000200406-24-000013,2024-02-16,jnj-20231231.htm,10-K,https://www.sec.gov/Archives/edgar/data/0000200406/000020040624000013/jnj-20231231.htm
76,0001193125-24-037665,2024-02-15,d773015ddfan14a.htm,DFAN14A,https://www.sec.gov/Archives/edgar/data/0000200406/000119312524037665/d773015ddfan14a.htm
77,0001225208-24-002183,2024-02-15,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002183/xslF345X05/doc4.xml
78,0001225208-24-002182,2024-02-15,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002182/xslF345X05/doc4.xml
79,0001225208-24-002181,2024-02-15,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002181/xslF345X05/doc4.xml
80,0001225208-24-002180,2024-02-15,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002180/xslF345X05/doc4.xml
81,0001225208-24-002179,2024-02-15,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002179/xslF345X05/doc4.xml
82,0001225208-24-002176,2024-02-15,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002176/xslF345X05/doc4.xml
83,0001225208-24-002178,2024-02-15,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002178/xslF345X05/doc4.xml
84,0001225208-24-002175,2024-02-15,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002175/xslF345X05/doc4.xml
85,0001225208-24-002177,2024-02-15,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002177/xslF345X05/doc4.xml
86,0001225208-24-002174,2024-02-15,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002174/xslF345X05/doc4.xml
87,0001225208-24-002173,2024-02-15,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002173/xslF345X05/doc4.xml
88,0001225208-24-002105,2024-02-14,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002105/xslF345X05/doc4.xml
89,0001225208-24-002100,2024-02-14,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002100/xslF345X05/doc4.xml
90,0001225208-24-002104,2024-02-14,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002104/xslF345X05/doc4.xml
91,0001225208-24-002099,2024-02-14,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002099/xslF345X05/doc4.xml
92,0001225208-24-002103,2024-02-14,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002103/xslF345X05/doc4.xml
93,0001225208-24-002098,2024-02-14,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002098/xslF345X05/doc4.xml
94,0001225208-24-002102,2024-02-14,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002102/xslF345X05/doc4.xml
95,0001225208-24-002097,2024-02-14,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002097/xslF345X05/doc4.xml
96,0001225208-24-002101,2024-02-14,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002101/xslF345X05/doc4.xml
97,0001225208-24-002096,2024-02-14,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002096/xslF345X05/doc4.xml
98,0001225208-24-002095,2024-02-14,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824002095/xslF345X05/doc4.xml
99,0000904454-24-000151,2024-02-14,xslForm13F_X02/primary_doc.xml,13F-HR,https://www.sec.gov/Archives/edgar/data/0000200406/000090445424000151/xslForm13F_X02/primary_doc.xml
100,0001225208-24-001953,2024-02-13,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824001953/xslF345X05/doc4.xml
101,0001225208-24-001952,2024-02-13,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824001952/xslF345X05/doc4.xml
102,0001104659-24-021263,2024-02-13,tv01257-johnsonjohnson.htm,SC 13G/A,https://www.sec.gov/Archives/edgar/data/0000200406/000110465924021263/tv01257-johnsonjohnson.htm
103,0001225208-24-001900,2024-02-12,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824001900/xslF345X05/doc4.xml
104,0001225208-24-001896,2024-02-12,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824001896/xslF345X05/doc4.xml
105,0001225208-24-001899,2024-02-12,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824001899/xslF345X05/doc4.xml
106,0001225208-24-001898,2024-02-12,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824001898/xslF345X05/doc4.xml
107,0001225208-24-001895,2024-02-12,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824001895/xslF345X05/doc4.xml
108,0001225208-24-001897,2024-02-12,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824001897/xslF345X05/doc4.xml
109,0001225208-24-001894,2024-02-12,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824001894/xslF345X05/doc4.xml
110,0001225208-24-001893,2024-02-12,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824001893/xslF345X05/doc4.xml
111,0001225208-24-001892,2024-02-12,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824001892/xslF345X05/doc4.xml
112,0001225208-24-001891,2024-02-12,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824001891/xslF345X05/doc4.xml
113,0001225208-24-001890,2024-02-12,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520824001890/xslF345X05/doc4.xml
114,0001209191-24-003091,2024-02-12,xslF345X02/doc3a.xml,3/A,https://www.sec.gov/Archives/edgar/data/0000200406/000120919124003091/xslF345X02/doc3a.xml
115,0001959173-24-000844,2024-02-09,xsl144X01/primary_doc.xml,144,https://www.sec.gov/Archives/edgar/data/0000200406/000195917324000844/xsl144X01/primary_doc.xml
116,0001959173-24-000843,2024-02-09,xsl144X01/primary_doc.xml,144,https://www.sec.gov/Archives/edgar/data/0000200406/000195917324000843/xsl144X01/primary_doc.xml
117,0001959173-24-000745,2024-02-06,xsl144X01/primary_doc.xml,144,https://www.sec.gov/Archives/edgar/data/0000200406/000195917324000745/xsl144X01/primary_doc.xml
118,0000904454-24-000096,2024-02-02,s13ga_012224-biomxinc.htm,SC 13G/A,https://www.sec.gov/Archives/edgar/data/0000200406/000090445424000096/s13ga_012224-biomxinc.htm
119,0000904454-24-000094,2024-02-02,s13ga_123123-cvrx.htm,SC 13G/A,https://www.sec.gov/Archives/edgar/data/0000200406/000090445424000094/s13ga_123123-cvrx.htm
120,0000904454-24-000092,2024-02-02,s13ga_011924-nanobiotix.htm,SC 13G/A,https://www.sec.gov/Archives/edgar/data/0000200406/000090445424000092/s13ga_011924-nanobiotix.htm
121,0000093751-24-000440,2024-01-30,Johnson_and_Johnson.txt,SC 13G/A,https://www.sec.gov/Archives/edgar/data/0000200406/000009375124000440/Johnson_and_Johnson.txt
122,0001193125-24-018226,2024-01-29,d747059ddfan14a.htm,DFAN14A,https://www.sec.gov/Archives/edgar/data/0000200406/000119312524018226/d747059ddfan14a.htm
123,0001086364-24-004277,2024-01-26,us4781601046_012624.txt,SC 13G/A,https://www.sec.gov/Archives/edgar/data/0000200406/000108636424004277/us4781601046_012624.txt
124,0000904454-24-000049,2024-01-24,s13g_011924-kenvue.htm,SC 13G,https://www.sec.gov/Archives/edgar/data/0000200406/000090445424000049/s13g_011924-kenvue.htm
125,0000200406-24-000004,2024-01-23,jnj-20240123.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000200406/000020040624000004/jnj-20240123.htm
126,0001193125-24-005285,2024-01-09,d706492ddfan14a.htm,DFAN14A,https://www.sec.gov/Archives/edgar/data/0000200406/000119312524005285/d706492ddfan14a.htm
127,0001193125-24-004564,2024-01-08,d871430ddfan14a.htm,DFAN14A,https://www.sec.gov/Archives/edgar/data/0000200406/000119312524004564/d871430ddfan14a.htm
128,0001193125-24-003957,2024-01-08,d653837ddefa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/0000200406/000119312524003957/d653837ddefa14a.htm
129,0001225208-23-010901,2023-12-08,xslF345X02/doc3.xml,3,https://www.sec.gov/Archives/edgar/data/0000200406/000122520823010901/xslF345X02/doc3.xml
130,0001225208-23-010867,2023-12-07,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520823010867/xslF345X05/doc4.xml
131,0000200406-23-000115,2023-12-05,jnj-20231130.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000200406/000020040623000115/jnj-20231130.htm
132,0000200406-23-000112,2023-12-05,jnj-20231205.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000200406/000020040623000112/jnj-20231205.htm
133,0000200406-23-000109,2023-11-30,jnj-20231130.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000200406/000020040623000109/jnj-20231130.htm
134,0000200406-23-000105,2023-11-27,jnj-20231121.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000200406/000020040623000105/jnj-20231121.htm
135,0000904454-23-000600,2023-11-09,xslForm13F_X02/primary_doc.xml,13F-HR,https://www.sec.gov/Archives/edgar/data/0000200406/000090445423000600/xslForm13F_X02/primary_doc.xml
136,0001225208-23-009908,2023-11-02,xslF345X02/doc3.xml,3,https://www.sec.gov/Archives/edgar/data/0000200406/000122520823009908/xslF345X02/doc3.xml
137,0000200406-23-000102,2023-10-27,jnj-20231001.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040623000102/jnj-20231001.htm
138,0000200406-23-000096,2023-10-23,jnj-20231020.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000200406/000020040623000096/jnj-20231020.htm
139,0000200406-23-000094,2023-10-17,jnj-20231017.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000200406/000020040623000094/jnj-20231017.htm
140,0001225208-23-008842,2023-09-11,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520823008842/xslF345X05/doc4.xml
141,0000200406-23-000091,2023-08-30,jnj-20230830.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000200406/000020040623000091/jnj-20230830.htm
142,0000200406-23-000086,2023-08-25,jnj-20230823.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000200406/000020040623000086/jnj-20230823.htm
143,0001628280-23-030660,2023-08-25,xslF345X05/wk-form4_1692996787.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023030660/xslF345X05/wk-form4_1692996787.xml
144,0001225208-23-008460,2023-08-25,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520823008460/xslF345X05/doc4.xml
145,0001225208-23-008459,2023-08-25,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520823008459/xslF345X05/doc4.xml
146,0001225208-23-008462,2023-08-25,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520823008462/xslF345X05/doc4.xml
147,0001225208-23-008461,2023-08-25,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520823008461/xslF345X05/doc4.xml
148,0001225208-23-008458,2023-08-25,xslF345X05/doc4.xml,4,https://www.sec.gov/Archives/edgar/data/0000200406/000122520823008458/xslF345X05/doc4.xml
149,0001628280-23-030300,2023-08-23,jjscto-ia4.htm,SC TO-I/A,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023030300/jjscto-ia4.htm
150,0001628280-23-030298,2023-08-23,a425-pressrelease08232023.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023030298/a425-pressrelease08232023.htm
151,0001628280-23-030044,2023-08-21,jjscto-ia3.htm,SC TO-I/A,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023030044/jjscto-ia3.htm
152,0001628280-23-030039,2023-08-21,pre-marketpressrelease425x.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023030039/pre-marketpressrelease425x.htm
153,0001628280-23-030009,2023-08-18,vwapday20.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023030009/vwapday20.htm
154,0001628280-23-029851,2023-08-17,vwapday19.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023029851/vwapday19.htm
155,0001628280-23-029731,2023-08-17,jjscto-ia2.htm,SC TO-I/A,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023029731/jjscto-ia2.htm
156,0001628280-23-029728,2023-08-17,vwapday18-2.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023029728/vwapday18-2.htm
157,0001628280-23-029703,2023-08-17,jj425pressrelease8162023.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023029703/jj425pressrelease8162023.htm
158,0001628280-23-029676,2023-08-16,vwapday18.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023029676/vwapday18.htm
159,0001628280-23-029573,2023-08-15,vwapday17.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023029573/vwapday17.htm
160,0001628280-23-029421,2023-08-14,vwapday16.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023029421/vwapday16.htm
161,0001628280-23-029104,2023-08-11,vwapday15.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023029104/vwapday15.htm
162,0001628280-23-028908,2023-08-10,vwapday14.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023028908/vwapday14.htm
163,0001628280-23-028617,2023-08-09,vwapday13.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023028617/vwapday13.htm
164,0001628280-23-028238,2023-08-08,vwapday12.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023028238/vwapday12.htm
165,0001628280-23-027810,2023-08-07,vwapday11.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023027810/vwapday11.htm
166,0001628280-23-027551,2023-08-04,vwapday10.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023027551/vwapday10.htm
167,0001628280-23-027300,2023-08-03,vwapday9.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023027300/vwapday9.htm
168,0001628280-23-027240,2023-08-03,jj-425informationagenttalk.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023027240/jj-425informationagenttalk.htm
169,0001628280-23-027025,2023-08-03,jjscto-ia.htm,SC TO-I/A,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023027025/jjscto-ia.htm
170,0001628280-23-026804,2023-08-02,vwapday8.htm,425,https://www.sec.gov/Archives/edgar/data/0000200406/000162828023026804/vwapday8.htm
